id_sinistro,id_apolice,valor_sinistro
238,8507,1793.88
239,8590,10870.3
240,8600,7741.64
241,8684,9681.65
242,8721,4263.17
243,8739,7873.01
244,8745,2337.53
245,8777,1300.19
246,8787,15135.24
247,8795,1564.97
248,8798,6730.58
249,8978,6949.44
250,9012,8676.49
251,9024,29316.39
252,9151,10623.6
253,9155,982.67
254,9183,7938.27
255,9243,19964.72
256,9295,9053.34
257,9340,4642.85
258,9421,1897.23
259,9446,20161.79
260,9459,20189.36
261,9566,5712.51
262,9588,5497.36
263,9597,16868.22
264,9600,17017.09
265,9686,5107.9
266,9707,4720.71
267,9716,2305.02
268,9837,16950.95
269,9893,2833.9
270,9953,3242.01
271,10083,3109.47
272,10194,9253.96
273,10199,3203.28
274,10262,4886.46
275,10278,9337.78
276,10297,7294.64
277,10356,3486.85
278,10383,12473.06
279,10398,4877.01
280,10456,7353.97
281,10501,2159.04
282,10615,10686.31
283,10700,13435.8
284,10711,8358.0
285,10786,1638.02
286,10807,7550.47
287,10824,5272.28
288,10840,4856.86
289,10848,2018.12
290,10854,6784.92
291,10856,7882.4
292,10856,6993.63
293,10883,7023.58
294,10897,9818.22
295,10939,13777.63
296,11010,9616.65
297,11018,18232.19
298,11083,2641.17
299,11123,18917.67
300,11157,7608.21
301,11226,10640.88
302,11331,7352.3
303,11345,11541.76
304,11353,8588.7
305,11381,9143.65
306,11388,7270.34
307,11402,13132.78
308,11421,3585.55
309,11425,759.8
310,11481,9986.57
311,11486,13202.98
312,11516,10600.26
313,11535,6733.26
314,11610,9317.94
315,11636,7547.37
316,11740,17477.5
317,11863,11005.53
318,11891,2142.26
319,11904,14691.0
320,11981,12043.41
321,12001,13919.19
322,12001,6470.71
323,12012,2636.23
324,12017,9244.84
325,12033,1952.73
326,12055,2855.63
327,12084,4277.56
328,12088,5281.17
329,12372,1016.77
330,12398,1933.03
331,12461,5229.78
332,12476,329.96
333,12587,3965.4
334,12598,14243.73
335,12622,20543.76
336,12631,5118.54
337,12670,14415.92
338,12764,7953.24
339,12765,4449.88
340,12819,2934.99
341,12985,13300.67
342,12989,8875.16
343,12994,8015.02
344,13027,7288.74
345,13090,11323.22
346,13134,9457.34
347,13153,2396.77
348,13160,10143.65
349,13166,948.05
350,13281,4699.53
351,13342,10004.45
352,13369,8529.82
353,13409,6041.07
354,13430,28432.51
355,13440,9063.14
356,13457,591.17
357,13477,11419.0
358,13607,10431.21
359,13655,2734.39
360,13669,9545.9
361,13672,20990.03
362,13723,5391.95
363,13747,14441.15
364,13881,11142.0
365,13942,6802.89
366,13945,11782.77
367,13968,4808.14
368,13988,19151.54
369,14016,5276.61
370,14059,2053.76
371,14137,7093.67
372,14174,5197.17
373,14198,3510.11
374,14232,12192.03
375,14232,16201.76
376,14244,6632.56
377,14252,6580.78
378,14260,6381.06
379,14280,3756.25
380,14294,12040.9
381,14383,2724.81
382,14433,6009.52
383,14457,10721.75
384,14467,2630.9
385,14477,14688.6
386,14484,6444.52
387,14531,8733.22
388,14546,370.67
389,14652,5312.32
390,14675,10585.6
391,14675,8289.9
392,14824,12554.54
393,14959,16529.08
394,14975,5395.2
395,15084,9403.12
396,15126,12770.09
397,15131,11261.89
398,15203,10410.38
399,15235,9135.17
400,15256,3398.73
401,15260,7216.32
402,15283,18637.13
403,15309,13048.37
404,15371,2855.45
405,15375,8465.93
406,15396,5621.76
407,15432,4549.47
408,15435,4620.47
409,15466,12319.2
410,15517,14331.69
411,15594,15098.81
412,15599,10502.48
413,15615,7572.39
414,15737,16774.98
415,15887,4296.44
416,15931,13990.76
417,16013,13517.21
418,16050,10130.49
419,16119,12604.51
420,16168,7908.92
421,16170,13755.32
422,16176,18029.69
423,16199,10990.16
424,16214,3139.99
425,16357,2803.54
426,16472,7534.95
427,16483,16365.21
428,16486,7386.74
429,16501,7595.27
430,16535,5874.1
431,16572,6336.5
432,16573,5255.52
433,16646,4854.13
434,16646,3548.1
435,16648,6423.12
436,16658,10781.55
437,16671,8854.44
438,16683,4610.53
439,16683,7166.57
440,16720,13395.82
441,16768,1808.53
442,16768,16890.21
443,16776,2568.62
444,16949,8211.62
445,16994,5524.92
446,17144,1514.98
447,17179,23684.18
448,17198,3358.37
449,17255,4753.68
450,17366,1192.08
451,17375,12079.62
452,17460,11122.75
453,17508,7460.7
454,17601,4110.73
455,17633,6880.3
456,17641,19130.97
457,17761,8489.61
458,17769,3682.11
459,17810,8894.0
460,17813,928.15
461,17815,6818.76
462,17820,2343.16
463,17821,4477.58
464,17870,11237.94
465,17908,1809.06
466,17916,4984.28
467,17921,3468.95
468,18014,2119.73
469,18015,9998.25
470,18077,12449.29
471,18137,10606.71
472,18163,18253.72
473,18227,13156.95
474,18230,2861.71
475,18236,5214.43
476,18268,9334.16
477,18281,9938.35
478,18285,6381.44
479,18302,9253.18
480,18390,6455.19
481,18458,3914.16
482,18485,22072.19
483,18497,13013.22
484,18542,4002.4
485,18555,4529.77
486,18624,6134.52
487,18625,5470.63
488,18673,11917.95
489,18702,759.17
490,18754,7906.49
491,18862,14136.98
492,18863,4903.43
493,18877,1878.72
494,18888,3601.54
495,18901,14327.09
496,18984,12732.95
497,19021,5158.71
498,19041,3053.27
499,19131,1072.52
500,19182,2812.87
501,19232,8652.99
502,19257,3482.57
503,19375,15987.15
504,19378,1642.37
505,19409,5193.68
506,19435,9167.15
507,19437,11523.15
508,19716,7334.07
509,19725,7530.14
510,19777,14265.26
511,19780,18303.59
512,19840,18171.36
513,19863,7797.16
514,19884,19729.36
515,19917,2543.13
516,19966,2467.07
517,20007,9655.35
518,20011,8407.68
519,20127,7401.28
520,20127,7417.38
521,20131,9341.79
522,20174,5859.11
523,20330,7671.64
524,20351,10054.62
525,20416,3472.51
526,20429,13440.37
527,20471,4361.26
528,20500,4848.0
529,20501,3263.61
530,20581,2409.12
531,20598,2563.52
532,20609,12628.87
533,20793,4634.46
534,20856,9603.88
535,20865,4281.67
536,20871,20634.88
537,20881,6497.09
538,20901,14414.58
539,20955,3201.2
540,21025,2273.39
541,21051,1978.83
542,21070,5456.72
543,21110,5032.81
544,21132,11036.61
545,21141,8271.9
546,21144,8646.81
547,21145,3698.18
548,21250,1013.74
549,21264,10389.51
550,21265,7834.7
551,21284,3693.05
552,21286,2880.7
553,21296,2688.34
554,21371,16464.76
555,21381,9738.53
556,21455,8115.42
557,21572,7975.64
558,21584,5776.63
559,21602,7421.7
560,21656,9332.63
561,21699,23487.19
562,21749,10557.38
563,21767,9284.6
564,21803,7927.17
565,21835,13001.87
566,21837,11809.91
567,21915,11616.86
568,21916,24380.47
569,21940,6688.77
570,21974,1677.39
571,22005,4318.14
572,22039,16524.84
573,22081,10645.07
574,22094,18482.33
575,22158,22582.82
576,22189,1001.74
577,22270,4626.21
578,22412,3111.17
579,22427,3434.42
580,22435,6076.71
581,22489,6728.72
582,22507,10820.18
583,22543,26956.43
584,22610,3668.67
585,22612,9189.47
586,22669,2019.15
587,22716,18792.18
588,22742,4208.42
589,22872,6661.69
590,22917,5054.28
591,22943,6111.63
592,22969,7869.29
593,23024,12072.75
594,23057,2614.16
595,23112,17531.07
596,23227,4104.71
597,23234,3448.26
598,23235,3947.78
599,23283,1669.37
600,23293,2630.41
601,23295,8750.94
602,23299,22210.36
603,23302,2237.61
604,23303,3998.75
605,23306,6619.93
606,23315,2382.11
607,23376,14112.73
608,23416,6858.06
609,23444,16637.97
610,23481,5684.95
611,23521,3824.78
612,23539,3348.29
613,23541,1898.43
614,23551,18832.58
615,23604,6103.21
616,23605,15645.44
617,23666,8047.72
618,23708,25450.63
619,23723,6509.18
620,23741,4370.11
621,23887,1550.85
622,24021,20937.17
623,24037,7193.95
624,24059,28085.59
625,24131,9841.95
626,24141,25545.12
627,24170,8065.48
628,24213,8097.74
629,24263,7079.53
630,24276,16704.6
631,24277,16919.89
632,24335,2062.78
633,24393,17378.45
634,24401,22119.1
635,24566,5945.82
636,24579,7401.41
637,24706,15536.03
638,24722,2228.26
639,24786,9657.23
640,24820,3266.25
641,24949,13690.7
642,25008,7089.47
643,25013,4787.77
644,25033,7620.85
645,25069,18272.27
646,25081,15965.46
647,25086,5239.28
648,25163,9961.31
649,25218,17248.13
650,25275,1239.37
651,25314,15642.31
652,25404,2277.44
653,25414,8697.48
654,25427,7829.01
655,25515,6152.6
656,25556,5377.06
657,25612,4488.24
658,25655,6511.32
659,25740,5004.25
660,25761,4187.64
661,25764,2741.3
662,25810,14591.92
663,25834,8403.14
664,25858,21594.87
665,25859,7612.2
666,25869,6897.88
667,25893,6931.76
668,26029,7895.22
669,26035,5743.46
670,26065,9722.89
671,26115,4504.06
672,26123,5915.25
673,26131,6532.53
674,26144,4874.22
675,26187,2046.07
676,26312,9808.92
677,26346,5764.48
678,26379,15062.88
679,26389,13432.69
680,26448,9975.58
681,26449,2098.73
682,26532,5301.58
683,26535,35087.54
684,26675,8797.77
685,26690,8661.39
686,26698,2083.63
687,26703,15992.78
688,26761,16110.18
689,26779,11636.26
690,26802,12168.36
691,26808,8083.33
692,26851,21833.71
693,26873,3584.74
694,26915,12171.81
695,26958,14093.2
696,26987,14604.23
697,27015,10164.17
698,27040,2307.18
699,27124,6617.64
700,27179,3806.42
701,27217,7875.15
702,27217,3129.5
703,27237,8579.78
704,27251,6145.76
705,27299,11000.61
706,27391,12801.21
707,27459,4240.39
708,27460,14520.04
709,27476,4948.47
710,27479,24338.81
711,27486,13343.91
712,27491,4298.09
713,27521,4373.67
714,27523,1501.85
715,27545,6309.96
716,27550,6107.14
717,27562,1874.07
718,27592,1182.57
719,27617,7756.49
720,27620,4819.64
721,27769,5523.99
722,27775,5958.07
723,27865,5239.09
724,27885,6012.48
725,27893,6673.61
726,27897,15576.04
727,27949,2508.19
728,27962,6937.14
729,28129,506.3
730,28167,7386.48
731,28174,3086.51
732,28181,8198.81
733,28192,19300.3
734,28202,12661.28
735,28210,2813.54
736,28235,32110.4
737,28266,3868.45
738,28310,4541.1
739,28364,7018.19
740,28469,15629.06
741,28509,2209.28
742,28599,3728.07
743,28692,17759.0
744,28738,9299.71
745,28766,2367.19
746,28894,13630.19
747,28922,14815.38
748,28931,20727.83
749,28959,7546.47
750,28963,8622.2
751,29007,1638.55
752,29032,9117.93
753,29057,15759.7
754,29080,6954.99
755,29130,1140.21
756,29141,14634.96
757,29177,4853.5
758,29198,6213.86
759,29227,15176.51
760,29267,10689.24
761,29298,4285.95
762,29302,3114.12
763,29359,25998.27
764,29364,8398.45
765,29406,7816.69
766,29408,9652.66
767,29420,2646.72
768,29434,8492.99
769,29498,6021.4
770,29550,14761.96
771,29630,9442.87
772,29633,12908.49
773,29658,3616.22
774,29671,4917.16
775,29696,19443.96
776,29767,4630.42
777,29769,11872.0
778,29778,1095.64
779,29856,17294.45
780,29873,7988.88
781,29884,19011.34
782,29890,10416.81
783,29970,7319.26
784,30065,14667.86
785,30109,2835.78
786,30124,2559.87
787,30162,22668.69
788,30166,8925.29
789,30188,15368.05
790,30219,11115.84
791,30222,4683.92
792,30250,2653.22
793,30278,2699.0
794,30282,17348.44
795,30292,3696.85
796,30332,14227.2
797,30388,2811.42
798,30407,7413.18
799,30448,4970.92
800,30466,6846.82
801,30486,1949.14
802,30488,13216.17
803,30522,7165.66
804,30529,3957.28
805,30540,3300.31
806,30567,7248.78
807,30637,11209.32
808,30647,31385.55
809,30706,2643.6
810,30709,10032.2
811,30732,7474.07
812,30798,10610.68
813,30827,18350.42
814,30837,6586.89
815,30863,3227.41
816,30869,4976.79
817,30870,9849.23
818,30889,3742.97
819,30911,2784.27
820,30989,1936.51
821,30991,3229.68
822,31056,4807.76
823,31077,6516.45
824,31095,7018.34
825,31107,6917.63
826,31114,15376.77
827,31129,7901.82
828,31148,2565.4
829,31247,10566.75
830,31261,2925.98
831,31265,13542.53
832,31272,13119.14
833,31343,6100.52
834,31374,4605.08
835,31424,13472.64
836,31462,599.42
837,31498,9938.94
838,31506,3814.77
839,31540,1409.7
840,31569,2781.12
841,31606,2249.21
842,31608,1576.25
843,31623,5333.49
844,31632,18154.6
845,31705,5437.04
846,31725,6488.2
847,31780,4305.56
848,31980,6465.67
849,31992,833.08
850,32169,5335.7
851,32172,11234.23
852,32264,12973.69
853,32294,7022.22
854,32330,2595.72
855,32393,8642.05
856,32398,7074.76
857,32404,12915.57
858,32452,5714.79
859,32471,4336.67
860,32492,3969.61
861,32549,4225.65
862,32604,9219.38
863,32645,6216.12
864,32649,12007.04
865,32676,6347.28
866,32683,9732.88
867,32691,4945.01
868,32706,5774.79
869,32716,3481.35
870,32727,8080.41
871,32761,9634.46
872,32855,6909.3
873,32923,9871.92
874,32929,6207.99
875,32936,6547.1
876,32979,8143.27
877,32991,11415.08
878,33013,2186.13
879,33073,3327.6
880,33102,6526.23
881,33113,13252.86
882,33202,21525.95
883,33289,2834.93
884,33405,4452.08
885,33425,23773.36
886,33485,12770.8
887,33598,9089.6
888,33616,6050.91
889,33736,6029.08
890,33815,1288.11
891,33831,9178.69
892,33834,17055.57
893,33882,4482.82
894,33952,2389.02
895,34015,13927.94
896,34037,4169.35
897,34051,14407.54
898,34060,13088.17
899,34093,16462.29
900,34194,6333.34
901,34196,8375.11
902,34258,4749.81
903,34308,20103.29
904,34327,6274.26
905,34350,3843.61
906,34407,2630.11
907,34471,9057.86
908,34473,4657.14
909,34496,6896.23
910,34513,4162.68
911,34529,5611.13
912,34628,5280.29
913,34653,5965.17
914,34668,15223.65
915,34705,10357.98
916,34707,3580.67
917,34712,11707.42
918,34733,2174.75
919,34973,11083.26
920,34976,14968.46
921,34976,9566.74
922,34985,4079.03
923,35009,20992.72
924,35031,11106.89
925,35037,2862.51
926,35053,6583.21
927,35059,6240.27
928,35080,5968.92
929,35174,12285.14
930,35204,4285.55
931,35227,14798.26
932,35238,18847.29
933,35248,5851.69
934,35269,8510.07
935,35314,5868.2
936,35345,10679.95
937,35405,4968.31
938,35461,11752.38
939,35484,3537.03
940,35528,1332.28
941,35555,6086.03
942,35589,24960.14
943,35613,6241.55
944,35619,9997.45
945,35638,5027.06
946,35657,4136.89
947,35724,8077.92
948,35735,5958.47
949,35764,5384.55
950,35785,9147.85
951,35785,12578.54
952,35846,8725.97
953,35964,10774.92
954,35984,8573.73
955,35997,8649.85
956,36054,475.03
957,36078,2445.49
958,36083,15413.91
959,36091,1657.4
960,36135,1462.74
961,36166,10816.4
962,36174,16673.17
963,36177,4324.28
964,36233,4676.21
965,36322,3242.41
966,36348,3441.6
967,36403,13349.37
968,36499,9755.35
969,36557,13845.2
970,36596,8821.8
971,36610,1166.77
972,36626,6732.67
973,36649,2092.59
974,36669,11877.92
975,36695,3366.24
976,36705,1771.67
977,36716,24063.46
978,36734,10650.91
979,36736,3912.28
980,36780,11448.42
981,36820,18929.5
982,36834,10023.39
983,36894,13065.66
984,36894,941.07
985,37068,11826.64
986,37084,5516.85
987,37148,3435.64
988,37221,9256.2
989,37255,15594.7
990,37368,6766.16
991,37368,8067.02
992,37439,7729.27
993,37440,3032.32
994,37622,7488.09
995,37676,5248.28
996,37688,10042.75
997,37778,9333.55
998,37797,11733.78
999,37834,11208.47
1000,37863,5215.16
1001,37865,3716.51
1002,37866,1328.08
1003,37881,21516.59
1004,37886,3584.71
1005,37902,5645.04
1006,37919,2357.71
1007,37995,10174.16
1008,38083,21654.05
1009,38113,12111.51
1010,38152,4916.43
1011,38270,4907.04
1012,38302,795.72
1013,38352,4563.13
1014,38358,3994.89
1015,38393,7732.45
1016,38402,8709.68
1017,38425,13905.5
1018,38444,8149.58
1019,38512,2239.39
1020,38622,3117.93
1021,38659,6563.54
1022,38709,1864.52
1023,38751,6883.94
1024,38833,3078.77
1025,38873,7959.55
1026,38926,12663.51
1027,38946,13983.08
1028,38950,9423.24
1029,38978,2737.08
1030,39000,5243.93
1031,39017,2346.3
1032,39104,11918.47
1033,39242,13728.96
1034,39254,13029.3
1035,39261,8308.73
1036,39290,1279.02
1037,39308,7557.05
1038,39354,10803.2
1039,39365,8573.76
1040,39383,10918.41
1041,39429,6627.03
1042,39480,2368.11
1043,39588,7277.58
1044,39590,7559.59
1045,39633,14318.56
1046,39646,6149.43
1047,39669,22899.95
1048,39672,8762.21
1049,39683,8328.64
1050,39711,8998.84
1051,39732,6610.83
1052,39734,3935.69
1053,39766,6182.29
1054,39826,4494.07
1055,39839,15369.79
1056,39841,13308.89
1057,39854,2502.51
1058,39931,3223.68
1059,39934,3258.96
1060,39992,11401.59
1061,40007,12886.19
1062,40014,4852.61
1063,40072,3533.25
1064,40081,9351.24
1065,40107,4717.86
1066,40144,15902.27
1067,40181,11905.01
1068,40227,3712.43
1069,40293,6448.13
1070,40294,8841.87
1071,40303,6205.89
1072,40341,765.81
1073,40353,12894.35
1074,40373,18740.61
1075,40376,12298.63
1076,40438,5531.45
1077,40445,2911.39
1078,40466,4907.02
1079,40541,15844.17
1080,40547,8131.38
1081,40554,4296.47
1082,40567,9987.88
1083,40595,9809.4
1084,40640,9594.14
1085,40670,7503.66
1086,40692,5993.9
1087,40755,4680.78
1088,40806,8648.39
1089,40854,3587.93
1090,40865,5740.29
1091,40957,7119.79
1092,41003,24266.71
1093,41057,1645.53
1094,41078,1197.01
1095,41117,9547.53
1096,41202,8230.81
1097,41253,17673.26
1098,41287,5398.62
1099,41369,5559.96
1100,41444,880.1
1101,41458,1478.5
1102,41480,8488.24
1103,41483,2964.2
1104,41606,8619.07
1105,41624,8791.12
1106,41632,12770.72
1107,41635,4007.27
1108,41706,401.96
1109,41743,14361.09
1110,41835,12682.77
1111,41868,6982.66
1112,41868,5663.81
1113,41872,4751.79
1114,41898,11692.78
1115,41926,5640.6
1116,42028,6176.43
1117,42136,11649.54
1118,42190,9668.5
1119,42229,13083.44
1120,42273,567.78
1121,42280,3725.61
1122,42341,11816.15
1123,42350,1793.07
1124,42394,7246.16
1125,42489,10524.55
1126,42812,10023.96
1127,42942,1739.09
1128,42996,10090.82
1129,43009,4369.94
1130,43037,11299.31
1131,43045,4551.44
1132,43049,4418.33
1133,43067,2057.03
1134,43151,5686.03
1135,43165,7195.13
1136,43218,7704.31
1137,43272,5758.57
1138,43275,11241.31
1139,43361,7025.58
1140,43372,11801.79
1141,43383,4548.31
1142,43421,3606.8
1143,43460,7834.82
1144,43461,6089.69
1145,43471,18293.01
1146,43573,3325.57
1147,43661,9695.71
1148,43698,5025.37
1149,43747,427.08
1150,43766,18194.5
1151,43884,2512.74
1152,43930,10171.78
1153,44014,9203.24
1154,44106,11497.5
1155,44133,4115.39
1156,44229,9639.21
1157,44372,8466.85
1158,44426,1748.45
1159,44442,4487.66
1160,44444,2987.47
1161,44533,4642.0
1162,44542,3027.79
1163,44567,1426.76
1164,44584,5734.51
1165,44597,23016.63
1166,44691,8545.26
1167,44735,2794.12
1168,44751,7251.27
1169,44783,13885.39
1170,44811,25220.44
1171,44839,11624.92
1172,44938,16776.4
1173,44969,5179.57
1174,44990,7918.74
1175,45054,5185.96
1176,45073,12096.82
1177,45111,232.93
1178,45173,6484.96
1179,45177,14336.29
1180,45189,2100.79
1181,45226,2263.87
1182,45244,9013.04
1183,45258,8911.19
1184,45306,20453.31
1185,45330,6804.4
1186,45333,3169.26
1187,45362,15945.94
1188,45382,4294.77
1189,45386,6562.82
1190,45486,2202.08
1191,45498,7471.01
1192,45558,4052.91
1193,45665,3290.67
1194,45682,13895.42
1195,45835,2838.2
1196,45883,4735.22
1197,45901,3315.64
1198,45914,5394.13
1199,45931,14469.34
1200,45975,2280.28
1201,45982,11729.7
1202,46028,9273.97
1203,46074,2590.8
1204,46075,2109.81
1205,46083,6901.83
1206,46096,5173.61
1207,46167,12973.05
1208,46198,841.71
1209,46200,15892.5
1210,46225,5896.97
1211,46271,14844.93
1212,46291,4092.71
1213,46331,865.2
1214,46364,2613.22
1215,46372,13073.29
1216,46395,7336.05
1217,46419,12261.73
1218,46428,3473.93
1219,46438,5363.3
1220,46590,5092.03
1221,46754,18695.58
1222,46794,11195.09
1223,46862,3204.17
1224,46866,21940.19
1225,46910,11653.1
1226,46937,10744.83
1227,46964,3155.27
1228,46989,13517.73
1229,47032,5816.86
1230,47062,3834.79
1231,47158,6323.0
1232,47189,6365.53
1233,47193,11594.02
1234,47198,13603.07
1235,47208,4817.99
1236,47210,9250.51
1237,47223,3377.69
1238,47249,1645.37
1239,47267,32133.35
1240,47373,17378.8
1241,47613,17988.12
1242,47638,1578.78
1243,47639,3439.3
1244,47642,9113.55
1245,47643,1707.97
1246,47645,12662.63
1247,47650,2806.03
1248,47699,5427.51
1249,47708,3990.27
1250,47742,15355.15
1251,47778,6922.32
1252,47865,7029.38
1253,47877,3004.06
1254,47909,19556.43
1255,47952,1386.11
1256,48015,11158.58
1257,48120,6645.75
1258,48136,7960.17
1259,48220,11125.86
1260,48223,8876.72
1261,48247,5427.62
1262,48345,18862.43
1263,48364,1801.72
1264,48422,20634.62
1265,48558,1877.14
1266,48647,3402.97
1267,48665,7283.65
1268,48668,5003.79
1269,48675,21622.32
1270,48725,7202.55
1271,48782,4140.63
1272,48808,9335.93
1273,48811,21873.45
1274,48816,8334.27
1275,48816,3613.77
1276,48982,5013.03
1277,48988,7744.9
1278,48994,8426.68
1279,49023,21040.15
1280,49111,6076.91
1281,49186,1434.65
1282,49245,4170.32
1283,49260,6351.29
1284,49350,6501.43
1285,49547,3837.4
1286,49595,10597.53
1287,49662,9511.04
1288,49710,11487.09
1289,49741,18609.37
1290,49772,4471.55
1291,49784,1891.3
1292,49785,10748.91
1293,49853,21929.65
1294,49866,23432.8
1295,49866,16667.71
1296,49984,6296.92
1297,50051,20779.16
1298,50243,5040.52
1299,50268,3399.25
1300,50341,8568.58
1301,50342,5039.67
1302,50371,16862.22
1303,50398,4618.16
1304,50412,9823.91
1305,50573,5579.66
1306,50583,36167.18
1307,50629,3709.63
1308,50765,877.53
1309,50799,3566.75
1310,50858,2951.08
1311,50870,7435.23
1312,50953,12650.97
1313,50966,15183.62
1314,50992,19048.34
1315,50997,5915.71
1316,51125,11425.04
1317,51125,9274.94
1318,51190,6216.17
1319,51207,3617.61
1320,51230,2614.75
1321,51273,13450.63
1322,51277,5492.28
1323,51304,9534.92
1324,51349,2751.88
1325,51415,10015.12
1326,51417,8621.52
1327,51429,2948.65
1328,51468,18447.42
1329,51483,1829.9
1330,51549,18963.08
1331,51582,11040.42
1332,51697,12935.66
1333,51775,8152.02
1334,51855,9698.8
1335,51867,5362.56
1336,51979,3413.03
1337,51987,2666.62
1338,52003,3187.36
1339,52143,655.12
1340,52145,2314.29
1341,52191,4189.26
1342,52225,9720.68
1343,52229,4824.1
1344,52239,6114.47
1345,52266,5140.38
1346,52284,13261.87
1347,52327,2371.21
1348,52327,6493.0
1349,52481,2889.38
1350,52497,3675.98
1351,52602,11818.6
1352,52602,4957.58
1353,52610,5058.34
1354,52650,6186.28
1355,52655,4844.35
1356,52681,6420.77
1357,52682,11101.66
1358,52701,11379.13
1359,52702,6188.58
1360,52702,6301.22
1361,52730,3334.1
1362,52792,2602.68
1363,52794,20574.6
1364,52808,20992.26
1365,52885,12870.07
