id_apolice,exposicao,idade_condutor,idade_veiculo,regiao,tipo_veiculo,tipo_uso,nivel_cobertura,classe_bonus,premio_vigente,premio_ganho
36,0.1082,28,8,Sudeste,Picape,Particular,Completa,7,527.26,57.049532
37,0.3279,40,3,Centro-Oeste,Hatch,Particular,Completa,4,485.54,159.20856600000002
38,0.1233,41,5,Sudeste,SUV,Particular,Basica,10,393.53,48.522249
39,0.3694,47,2,Nordeste,Picape,Particular,Basica,7,320.39,118.352066
40,0.5145,28,9,Sudeste,Picape,Particular,Intermediaria,6,596.03,306.65743499999996
41,0.783,53,9,Sudeste,SUV,Particular,Intermediaria,0,777.64,608.89212
42,0.5906,52,14,Norte,Hatch,Particular,Completa,6,337.43,199.286158
43,0.5882,47,6,Sudeste,Hatch,Comercial,Completa,8,495.02,291.17076399999996
44,0.9614,25,3,Norte,Picape,Particular,Intermediaria,0,646.88,621.910432
45,0.3298,38,3,Sul,SUV,Particular,Basica,0,468.39,154.475022
46,0.5317,58,9,Sudeste,Hatch,Particular,Basica,6,515.33,274.000961
47,0.4913,53,11,Sudeste,SUV,Particular,Intermediaria,2,574.2,282.10446
48,0.2894,52,6,Centro-Oeste,SUV,Particular,Intermediaria,10,345.47,99.97901800000001
49,0.7512,46,14,Sul,Sedan,Comercial,Intermediaria,9,494.8,371.69376
50,0.9751,46,12,Sudeste,Sedan,Particular,Intermediaria,7,336.52,328.140652
51,0.5963,45,9,Nordeste,Sedan,Particular,Intermediaria,8,346.93,206.87435900000003
52,0.374,72,3,Sudeste,Hatch,Particular,Intermediaria,5,486.65,182.00709999999998
53,0.4123,42,11,Centro-Oeste,Sedan,Particular,Basica,6,425.87,175.586201
54,0.8666,33,6,Sudeste,Hatch,Particular,Intermediaria,4,433.38,375.567108
55,0.4941,24,4,Sudeste,Hatch,Particular,Intermediaria,9,477.4,235.88333999999998
56,0.2221,48,14,Sudeste,Sedan,Particular,Completa,9,450.93,100.15155299999999
57,0.3813,42,11,Nordeste,Sedan,Particular,Basica,8,384.57,146.636541
58,0.8594,47,4,Nordeste,Sedan,Particular,Intermediaria,1,585.87,503.49667800000003
59,0.6846,46,2,Sudeste,SUV,Particular,Completa,4,854.89,585.257694
60,0.9951,18,2,Centro-Oeste,SUV,Particular,Basica,8,631.02,627.928002
61,0.353,29,20,Sudeste,Hatch,Comercial,Basica,4,717.78,253.37633999999997
62,0.8226,48,2,Sul,SUV,Particular,Completa,10,427.97,352.04812200000003
63,0.9244,27,6,Sudeste,Hatch,Particular,Completa,4,510.18,471.610392
64,0.5124,50,8,Sudeste,SUV,Comercial,Completa,2,968.39,496.20303599999994
65,0.0876,44,7,Centro-Oeste,SUV,Particular,Intermediaria,8,379.8,33.27048
66,0.6207,38,7,Sudeste,Utilitario,Particular,Completa,5,677.31,420.406317
67,0.7961,53,14,Sudeste,Sedan,Particular,Basica,1,580.88,462.43856800000003
68,0.228,24,6,Sudeste,Hatch,Particular,Basica,8,338.15,77.09819999999999
69,0.9575,48,5,Sudeste,Hatch,Particular,Intermediaria,1,510.37,488.679275
70,0.7125,24,3,Sudeste,SUV,Particular,Completa,9,499.67,356.014875
71,0.6096,18,5,Nordeste,Utilitario,Comercial,Intermediaria,6,733.2,446.95872
72,0.9368,27,5,Sudeste,Picape,Particular,Completa,8,510.5,478.2364
73,0.6162,69,15,Sudeste,Hatch,Particular,Completa,7,611.76,376.96651199999997
74,0.1801,31,12,Sudeste,Hatch,Particular,Intermediaria,6,514.93,92.73889299999999
75,0.1312,58,10,Sul,Hatch,Particular,Basica,1,476.78,62.553536
76,0.4582,46,12,Norte,Utilitario,Particular,Intermediaria,6,423.83,194.198906
77,0.6677,18,8,Sudeste,Hatch,Particular,Basica,6,520.27,347.384279
78,0.7078,28,9,Nordeste,Sedan,Particular,Intermediaria,4,331.08,234.33842399999997
79,0.0913,24,6,Sudeste,SUV,Particular,Intermediaria,0,792.49,72.354337
80,0.1663,63,20,Norte,Picape,Particular,Basica,3,584.62,97.222306
81,0.3128,52,3,Sul,Picape,Particular,Basica,1,731.27,228.74125600000002
82,0.3022,29,14,Sul,Sedan,Particular,Completa,10,428.85,129.59847000000002
83,0.304,57,13,Sudeste,Utilitario,Particular,Intermediaria,6,552.55,167.97519999999997
84,0.9307,45,8,Sudeste,Sedan,Particular,Intermediaria,1,806.9,750.98183
85,0.6653,25,6,Nordeste,Picape,Particular,Completa,2,766.07,509.666371
86,0.8339,28,1,Nordeste,Hatch,Comercial,Intermediaria,2,476.23,397.128197
87,0.9686,38,6,Norte,Sedan,Comercial,Intermediaria,2,726.08,703.2810880000001
88,0.1649,38,16,Sudeste,SUV,Particular,Intermediaria,8,458.5,75.60665
89,0.8496,42,3,Sudeste,Sedan,Particular,Basica,3,462.27,392.744592
90,0.5051,45,9,Norte,Sedan,Particular,Completa,8,539.39,272.44588899999997
91,0.4513,32,9,Nordeste,Utilitario,Particular,Intermediaria,7,363.42,164.011446
92,0.2673,33,2,Sudeste,Hatch,Particular,Basica,8,313.84,83.88943199999999
93,0.2971,52,17,Sudeste,Sedan,Particular,Intermediaria,1,576.46,171.266266
94,0.3396,31,2,Sudeste,Sedan,Comercial,Intermediaria,5,562.61,191.06235600000002
95,0.3771,32,1,Sudeste,SUV,Particular,Basica,10,382.62,144.286002
96,0.9212,51,16,Sudeste,Hatch,Particular,Intermediaria,5,440.49,405.77938800000004
97,0.8525,49,4,Nordeste,SUV,Particular,Completa,5,636.72,542.8038
98,0.4811,25,1,Sudeste,SUV,Particular,Basica,6,427.66,205.747226
99,0.6749,46,6,Nordeste,Sedan,Particular,Intermediaria,6,280.34,189.201466
100,0.7137,56,10,Nordeste,SUV,Particular,Completa,10,479.55,342.254835
101,0.4989,23,7,Sudeste,SUV,Particular,Basica,8,673.55,336.034095
102,0.6959,38,6,Sudeste,Hatch,Particular,Completa,5,444.83,309.557197
103,0.9437,21,7,Centro-Oeste,Sedan,Particular,Basica,4,590.65,557.396405
104,0.5067,40,10,Sudeste,SUV,Particular,Basica,2,425.26,215.479242
105,0.9621,18,12,Nordeste,SUV,Particular,Basica,8,539.98,519.514758
106,0.9904,23,3,Sul,Hatch,Comercial,Intermediaria,4,796.29,788.6456159999999
107,0.364,58,20,Sudeste,SUV,Particular,Intermediaria,1,581.25,211.575
108,0.9984,38,8,Nordeste,Hatch,Particular,Intermediaria,9,369.88,369.288192
109,0.2175,22,5,Nordeste,Hatch,Particular,Completa,6,685.76,149.15279999999998
110,0.4423,31,3,Centro-Oeste,Hatch,Particular,Intermediaria,2,470.19,207.96503700000002
111,0.6398,36,4,Nordeste,Sedan,Particular,Intermediaria,8,351.49,224.88330200000001
112,0.5393,71,2,Sudeste,Utilitario,Particular,Intermediaria,2,815.07,439.56725100000006
113,0.7847,45,12,Sul,SUV,Particular,Intermediaria,5,604.88,474.64933599999995
114,0.4682,22,13,Sudeste,Utilitario,Particular,Intermediaria,3,721.33,337.72670600000004
115,0.1062,54,8,Sul,Hatch,Particular,Intermediaria,6,329.67,35.010954000000005
116,0.5379,58,7,Sudeste,SUV,Comercial,Intermediaria,4,665.79,358.128441
117,0.7482,55,3,Sudeste,Sedan,Particular,Basica,9,339.33,253.88670599999998
118,0.1378,32,5,Nordeste,SUV,Particular,Intermediaria,3,451.5,62.2167
119,0.5815,52,2,Sudeste,Hatch,Particular,Basica,9,347.34,201.97821
120,0.5577,62,1,Sudeste,SUV,Particular,Intermediaria,6,390.28,217.65915599999997
121,0.5401,42,12,Centro-Oeste,Hatch,Particular,Completa,8,485.56,262.25095600000003
122,0.2608,18,9,Sudeste,SUV,Particular,Completa,3,1142.71,298.01876799999997
123,0.8158,45,12,Sudeste,SUV,Particular,Intermediaria,10,412.79,336.754082
124,0.0895,42,6,Sudeste,SUV,Particular,Completa,1,933.4,83.5393
125,0.3431,45,0,Nordeste,Hatch,Comercial,Intermediaria,5,405.87,139.253997
126,0.5915,29,3,Sudeste,Hatch,Particular,Completa,9,445.05,263.247075
127,0.1281,64,11,Sul,Hatch,Particular,Basica,8,321.49,41.182869
128,0.9132,56,5,Sul,Hatch,Particular,Completa,9,471.68,430.738176
129,0.2273,57,5,Sudeste,Sedan,Particular,Completa,7,555.12,126.178776
130,0.1217,77,4,Sudeste,Sedan,Particular,Completa,9,522.5,63.58825
131,0.8163,50,7,Sudeste,Hatch,Particular,Completa,8,360.99,294.67613700000004
132,0.7973,31,10,Norte,Hatch,Particular,Basica,5,410.39,327.20394699999997
133,0.4346,57,12,Centro-Oeste,Hatch,Comercial,Intermediaria,8,455.45,197.93857
134,0.4361,30,8,Sudeste,SUV,Particular,Basica,0,685.97,299.151517
135,0.2713,35,4,Nordeste,Sedan,Particular,Completa,6,363.71,98.674523
136,0.1745,56,5,Sudeste,Sedan,Particular,Basica,8,407.81,71.16284499999999
137,0.7659,51,16,Sudeste,Picape,Particular,Completa,5,688.3,527.16897
138,0.6885,48,4,Norte,Picape,Comercial,Intermediaria,9,707.33,486.996705
139,0.1905,34,6,Sul,Picape,Comercial,Basica,1,620.45,118.19572500000001
140,0.9265,36,5,Sudeste,Utilitario,Particular,Completa,5,574.59,532.3576350000001
141,0.59,28,4,Sudeste,SUV,Particular,Completa,5,577.83,340.91970000000003
142,0.6764,18,12,Sul,SUV,Particular,Intermediaria,8,571.7,386.69788000000005
143,0.879,43,1,Sudeste,SUV,Particular,Basica,6,505.8,444.5982
144,0.9461,64,13,Norte,Hatch,Particular,Completa,0,675.69,639.2703090000001
145,0.6785,33,5,Sudeste,SUV,Particular,Completa,0,1086.54,737.21739
146,0.6792,30,6,Centro-Oeste,Sedan,Particular,Basica,9,326.06,221.45995200000002
147,0.1258,43,3,Centro-Oeste,Sedan,Particular,Completa,9,569.79,71.679582
148,0.8436,29,10,Sul,SUV,Particular,Intermediaria,3,596.4,503.12304
149,0.2818,34,17,Sul,Hatch,Particular,Completa,3,585.66,165.038988
150,0.2136,31,11,Sul,SUV,Particular,Intermediaria,10,411.54,87.90494400000001
151,0.1581,53,13,Nordeste,Hatch,Particular,Intermediaria,9,306.93,48.525633
152,0.325,71,4,Sul,Picape,Particular,Completa,2,1233.89,401.01425000000006
153,0.7016,40,12,Sudeste,SUV,Particular,Completa,7,660.24,463.224384
154,0.2779,40,8,Sudeste,Picape,Particular,Intermediaria,5,597.27,165.98133299999998
155,0.622,51,4,Sul,SUV,Particular,Intermediaria,0,583.02,362.63844
156,0.1674,35,4,Sudeste,SUV,Particular,Basica,6,589.16,98.625384
157,0.6165,52,1,Norte,SUV,Particular,Completa,4,591.57,364.70290500000004
158,0.0986,44,12,Nordeste,Sedan,Comercial,Intermediaria,7,442.47,43.627542
159,0.1416,44,3,Sudeste,SUV,Particular,Intermediaria,6,456.77,64.678632
160,0.505,54,8,Sudeste,Hatch,Particular,Completa,8,371.09,187.40044999999998
161,0.7041,22,20,Sudeste,SUV,Particular,Intermediaria,0,930.63,655.256583
162,0.9878,58,8,Sul,Picape,Particular,Completa,6,575.12,568.103536
163,0.6086,34,6,Sudeste,Hatch,Particular,Completa,1,775.43,471.926698
164,0.3652,45,3,Sudeste,Sedan,Particular,Basica,3,448.23,163.693596
165,0.9592,18,2,Sul,Hatch,Particular,Intermediaria,2,610.27,585.370984
166,0.5238,18,13,Sudeste,Sedan,Particular,Intermediaria,6,624.54,327.134052
167,0.947,29,14,Sudeste,Utilitario,Particular,Completa,8,497.54,471.17038
168,0.5882,57,2,Sudeste,Utilitario,Particular,Intermediaria,6,505.32,297.229224
169,0.8612,41,7,Sudeste,Utilitario,Particular,Completa,9,506.85,436.49922
170,0.3433,39,6,Sudeste,Picape,Particular,Intermediaria,6,585.15,200.881995
171,0.728,22,2,Sul,SUV,Particular,Intermediaria,8,491.36,357.71008
172,0.5578,26,3,Centro-Oeste,Utilitario,Particular,Basica,4,380.22,212.086716
173,0.968,40,6,Norte,SUV,Particular,Intermediaria,9,333.3,322.6344
174,0.7365,46,4,Centro-Oeste,Hatch,Particular,Intermediaria,1,590.67,435.028455
175,0.0924,24,10,Sul,SUV,Particular,Intermediaria,8,564.88,52.194911999999995
176,0.3198,21,2,Sudeste,Hatch,Particular,Intermediaria,2,872.08,278.891184
177,0.6437,40,8,Centro-Oeste,Utilitario,Particular,Intermediaria,9,390.24,251.19748800000002
178,0.1042,43,3,Norte,Sedan,Particular,Intermediaria,5,371.97,38.759274000000005
179,0.6134,42,15,Centro-Oeste,SUV,Particular,Completa,8,540.97,331.83099799999997
180,0.4171,38,3,Sudeste,Hatch,Particular,Basica,7,364.42,151.999582
181,0.7137,43,7,Sudeste,Sedan,Particular,Basica,3,511.95,365.378715
182,0.2202,47,11,Sudeste,Hatch,Particular,Completa,8,460.55,101.41311
183,0.9412,29,4,Nordeste,SUV,Particular,Completa,6,757.88,713.3166560000001
184,0.5811,22,10,Sudeste,Hatch,Particular,Intermediaria,1,822.17,477.76298699999995
185,0.2626,36,7,Sul,Utilitario,Particular,Intermediaria,4,479.18,125.832668
186,0.2448,45,1,Sudeste,Hatch,Particular,Basica,1,386.38,94.58582399999999
187,0.3575,48,8,Sul,Picape,Particular,Intermediaria,4,464.8,166.166
188,0.6238,69,1,Sudeste,Picape,Particular,Completa,6,661.94,412.918172
189,0.9108,44,15,Sudeste,Hatch,Particular,Completa,2,704.49,641.649492
190,0.6474,59,0,Sudeste,Sedan,Particular,Intermediaria,9,421.87,273.118638
191,0.3083,45,11,Sudeste,Picape,Particular,Basica,6,478.32,147.466056
192,0.7138,47,4,Sudeste,SUV,Particular,Completa,1,818.77,584.4380259999999
193,0.828,38,8,Nordeste,SUV,Particular,Completa,5,598.01,495.15227999999996
194,0.8469,60,7,Sudeste,Hatch,Particular,Intermediaria,8,356.02,301.513338
195,0.2989,56,1,Nordeste,Hatch,Comercial,Basica,9,306.4,91.58296
196,0.3273,43,13,Nordeste,SUV,Particular,Intermediaria,0,586.51,191.964723
197,0.8375,25,5,Sudeste,SUV,Particular,Completa,9,555.38,465.13075000000003
198,0.481,21,10,Sudeste,Hatch,Particular,Intermediaria,0,819.41,394.13620999999995
199,0.8706,25,5,Sul,Sedan,Particular,Intermediaria,3,411.99,358.678494
200,0.3776,49,3,Sudeste,Sedan,Particular,Intermediaria,4,392.86,148.343936
201,0.9787,41,1,Sudeste,Sedan,Particular,Completa,3,727.24,711.749788
202,0.7269,58,9,Sudeste,Sedan,Particular,Basica,3,552.48,401.597712
203,0.159,29,4,Nordeste,Hatch,Particular,Intermediaria,3,347.48,55.249320000000004
204,0.2378,54,5,Norte,SUV,Particular,Intermediaria,8,384.76,91.495928
205,0.7171,38,12,Nordeste,SUV,Particular,Completa,5,563.19,403.86354900000003
206,0.4096,38,9,Sul,SUV,Particular,Completa,1,878.81,359.960576
207,0.9781,58,2,Sudeste,Hatch,Particular,Intermediaria,8,410.9,401.90128999999996
208,0.967,47,9,Sul,Sedan,Particular,Intermediaria,2,572.89,553.9846299999999
209,0.6265,44,5,Norte,Picape,Particular,Basica,5,431.04,270.04656
210,0.506,43,17,Nordeste,Hatch,Particular,Intermediaria,3,420.76,212.90456
211,0.4835,20,9,Sudeste,Sedan,Particular,Intermediaria,5,535.47,258.899745
212,0.2732,41,10,Nordeste,Sedan,Particular,Basica,4,468.26,127.928632
213,0.1181,45,4,Sul,Sedan,Comercial,Basica,4,535.94,63.29451400000001
214,0.6652,49,7,Sudeste,Sedan,Particular,Intermediaria,0,562.16,373.948832
215,0.2536,44,8,Sudeste,SUV,Particular,Basica,2,612.93,155.43904799999999
216,0.1069,25,9,Sudeste,Hatch,Particular,Intermediaria,7,332.73,35.568837
217,0.7267,45,5,Sul,Sedan,Particular,Completa,2,534.5,388.42115
218,0.4328,34,4,Sudeste,Picape,Particular,Completa,5,692.42,299.679376
219,0.968,34,7,Sudeste,Hatch,Particular,Basica,1,477.78,462.49103999999994
220,0.543,68,5,Nordeste,SUV,Particular,Intermediaria,5,566.39,307.54977
221,0.736,55,6,Sudeste,SUV,Particular,Basica,5,581.51,427.99136
222,0.213,39,6,Sudeste,SUV,Comercial,Basica,7,687.13,146.35869
223,0.8374,18,8,Sudeste,Hatch,Particular,Basica,7,560.87,469.67253800000003
224,0.6767,56,16,Sul,Picape,Particular,Basica,7,439.95,297.714165
225,0.42,49,2,Nordeste,Hatch,Comercial,Intermediaria,0,750.31,315.13019999999995
226,0.6292,42,3,Sudeste,Picape,Particular,Intermediaria,5,617.75,388.68829999999997
227,0.4426,61,9,Sul,Utilitario,Particular,Intermediaria,0,474.37,209.956162
228,0.9005,43,8,Sudeste,Sedan,Particular,Basica,7,411.06,370.15952999999996
229,0.1259,48,7,Sul,Sedan,Particular,Basica,2,461.86,58.148174000000004
230,0.8767,40,10,Sudeste,Hatch,Comercial,Basica,4,640.7,561.7016900000001
231,0.4814,51,4,Sudeste,SUV,Particular,Basica,3,647.6,311.75464
232,0.8317,47,9,Sudeste,SUV,Particular,Intermediaria,10,295.19,245.509523
233,0.6278,27,11,Sudeste,Hatch,Particular,Completa,4,581.33,364.958974
234,0.8328,43,1,Centro-Oeste,SUV,Comercial,Completa,4,819.3,682.31304
235,0.6772,41,10,Sudeste,Picape,Particular,Completa,10,492.87,333.771564
236,0.8468,35,7,Sudeste,SUV,Particular,Intermediaria,6,417.85,353.83538000000004
237,0.145,32,6,Sudeste,SUV,Particular,Intermediaria,2,639.59,92.74055
238,0.1498,49,12,Sudeste,Sedan,Particular,Completa,10,453.59,67.94778199999999
239,0.5319,46,1,Sudeste,Sedan,Particular,Completa,6,559.29,297.486351
240,0.1929,67,4,Centro-Oeste,Hatch,Particular,Intermediaria,6,496.41,95.75748899999999
241,0.6508,45,10,Norte,Picape,Particular,Completa,7,702.17,456.972236
242,0.835,32,6,Nordeste,Hatch,Particular,Basica,6,381.3,318.3855
243,0.4059,50,14,Sudeste,SUV,Particular,Basica,3,593.52,240.90976799999999
244,0.672,55,11,Centro-Oeste,Sedan,Comercial,Completa,6,709.57,476.8310400000001
245,0.8076,41,3,Sudeste,SUV,Particular,Completa,8,626.77,506.17945199999997
246,0.395,51,7,Nordeste,Hatch,Particular,Basica,6,396.51,156.62145
247,0.4608,38,11,Nordeste,SUV,Particular,Completa,6,357.68,164.818944
248,0.262,41,6,Sudeste,Utilitario,Particular,Completa,4,566.18,148.33916
249,0.1258,65,4,Norte,SUV,Particular,Intermediaria,1,577.21,72.613018
250,0.4456,36,4,Sul,Hatch,Comercial,Intermediaria,1,727.57,324.205192
251,0.2896,33,10,Sudeste,SUV,Particular,Intermediaria,5,514.62,149.03395200000003
252,0.6625,18,9,Nordeste,SUV,Particular,Completa,6,804.83,533.199875
253,0.3127,56,5,Sudeste,SUV,Particular,Completa,8,540.74,169.089398
254,0.6112,34,9,Norte,SUV,Particular,Completa,5,558.76,341.51411199999995
255,0.7343,46,14,Nordeste,Sedan,Particular,Intermediaria,5,413.01,303.273243
256,0.2729,38,7,Sudeste,Sedan,Particular,Intermediaria,5,411.35,112.257415
257,0.6456,76,6,Nordeste,SUV,Particular,Completa,5,719.84,464.728704
258,0.5015,46,7,Norte,Hatch,Particular,Intermediaria,6,422.69,211.97903499999998
259,0.2488,37,9,Sul,Sedan,Particular,Basica,5,344.02,85.592176
260,0.9243,35,15,Nordeste,Utilitario,Particular,Intermediaria,4,490.81,453.655683
261,0.2541,47,9,Sul,Utilitario,Comercial,Completa,1,1182.8,300.54947999999996
262,0.4661,37,4,Sul,SUV,Particular,Completa,5,676.61,315.367921
263,0.6585,51,5,Nordeste,Sedan,Particular,Intermediaria,4,395.13,260.193105
264,0.5329,49,11,Centro-Oeste,SUV,Particular,Intermediaria,3,552.68,294.523172
265,0.4477,31,3,Sul,Hatch,Particular,Intermediaria,10,221.37,99.107349
266,0.8878,51,9,Sudeste,SUV,Particular,Basica,4,428.94,380.812932
267,0.0936,47,7,Norte,Sedan,Comercial,Completa,1,1016.01,95.098536
268,0.8671,43,20,Sudeste,Picape,Particular,Intermediaria,9,410.91,356.300061
269,0.1893,52,6,Centro-Oeste,Sedan,Particular,Completa,1,653.96,123.794628
270,0.1886,43,5,Norte,Sedan,Particular,Basica,6,330.97,62.420942000000004
271,0.8055,43,8,Sudeste,Utilitario,Particular,Intermediaria,0,711.97,573.491835
272,0.9989,30,8,Sudeste,SUV,Particular,Intermediaria,3,611.38,610.707482
273,0.7966,43,5,Sudeste,SUV,Particular,Basica,8,401.73,320.018118
274,0.8597,26,10,Nordeste,Utilitario,Comercial,Basica,7,540.91,465.020327
275,0.4781,26,3,Norte,Sedan,Particular,Basica,6,328.72,157.16103200000003
276,0.4287,48,5,Sudeste,SUV,Particular,Intermediaria,10,303.52,130.119024
277,0.7154,30,5,Centro-Oeste,Hatch,Particular,Intermediaria,7,332.7,238.01358
278,0.8931,37,2,Sudeste,Utilitario,Particular,Intermediaria,7,490.37,437.949447
279,0.2187,26,3,Sudeste,SUV,Particular,Intermediaria,8,374.77,81.962199
280,0.8285,26,16,Sudeste,SUV,Particular,Basica,6,551.03,456.528355
281,0.4782,54,5,Norte,Hatch,Particular,Intermediaria,5,327.2,156.46704
282,0.5603,39,8,Sul,SUV,Particular,Completa,5,490.18,274.647854
283,0.6701,48,7,Norte,Picape,Particular,Intermediaria,10,488.59,327.404159
284,0.344,51,5,Sudeste,Hatch,Comercial,Completa,5,578.72,199.07968
285,0.093,38,2,Nordeste,Sedan,Comercial,Completa,0,1064.07,98.95850999999999
286,0.3425,48,15,Nordeste,SUV,Particular,Completa,4,625.34,214.17895000000001
287,0.4319,52,10,Norte,Picape,Particular,Intermediaria,1,705.44,304.67953600000004
288,0.0977,56,4,Sudeste,Sedan,Particular,Completa,4,630.01,61.551976999999994
289,0.7204,68,10,Sul,Utilitario,Particular,Intermediaria,10,445.99,321.291196
290,0.262,54,14,Sul,Picape,Comercial,Basica,6,688.43,180.36866
291,0.3193,31,7,Nordeste,Sedan,Particular,Completa,4,438.34,139.96196199999997
292,0.3424,34,5,Nordeste,Picape,Particular,Completa,10,445.55,152.55632
293,0.9426,46,6,Sul,Hatch,Particular,Intermediaria,5,307.46,289.81179599999996
294,0.8733,34,5,Sudeste,SUV,Particular,Basica,6,431.36,376.706688
295,0.6222,40,14,Sul,Sedan,Particular,Completa,3,550.08,342.259776
296,0.613,18,6,Centro-Oeste,SUV,Particular,Completa,3,1060.16,649.8780800000001
297,0.1822,61,15,Sudeste,Utilitario,Particular,Completa,9,490.12,89.299864
298,0.5853,63,9,Centro-Oeste,Hatch,Comercial,Basica,2,607.81,355.751193
299,0.3062,52,13,Nordeste,SUV,Particular,Basica,6,397.36,121.67163200000002
300,0.8933,32,8,Sul,Picape,Particular,Intermediaria,8,536.62,479.362646
301,0.6907,21,11,Sudeste,Sedan,Particular,Completa,8,615.13,424.870291
302,0.8515,47,1,Sudeste,Sedan,Particular,Basica,0,499.48,425.30722000000003
303,0.9682,49,10,Centro-Oeste,SUV,Particular,Intermediaria,5,426.12,412.56938399999996
304,0.9747,33,6,Centro-Oeste,Hatch,Particular,Intermediaria,6,467.06,455.243382
305,0.1989,45,13,Nordeste,Hatch,Particular,Completa,2,548.11,109.019079
306,0.6848,41,5,Sudeste,Sedan,Comercial,Intermediaria,0,794.94,544.374912
307,0.4375,43,4,Sudeste,Sedan,Particular,Basica,4,366.71,160.435625
308,0.8136,39,20,Norte,Picape,Particular,Basica,1,620.06,504.48081599999995
309,0.5201,49,13,Sudeste,Hatch,Particular,Intermediaria,3,638.63,332.151463
310,0.733,45,7,Nordeste,SUV,Particular,Intermediaria,1,784.84,575.28772
311,0.8972,42,13,Norte,Utilitario,Particular,Completa,3,531.2,476.59264
312,0.2546,35,4,Centro-Oeste,Sedan,Particular,Basica,2,548.34,139.60736400000002
313,0.6784,27,7,Sul,Sedan,Particular,Intermediaria,1,568.33,385.55507200000005
314,0.6763,25,4,Sudeste,Sedan,Particular,Intermediaria,10,284.01,192.075963
315,0.2378,36,8,Norte,Hatch,Particular,Completa,1,562.79,133.831462
316,0.5592,39,13,Sudeste,SUV,Comercial,Basica,6,612.93,342.750456
317,0.3732,41,12,Sudeste,Hatch,Particular,Basica,6,323.02,120.55106399999998
318,0.6636,47,8,Sudeste,Sedan,Particular,Intermediaria,8,405.51,269.096436
319,0.4526,41,9,Sudeste,Hatch,Particular,Basica,8,264.04,119.50450400000001
320,0.8919,35,9,Nordeste,SUV,Particular,Intermediaria,3,525.47,468.66669300000007
321,0.9875,43,15,Nordeste,SUV,Particular,Intermediaria,5,527.26,520.66925
322,0.2076,34,12,Sudeste,Sedan,Particular,Intermediaria,7,497.94,103.372344
